name,user rating,user review,is_valid,negative,neutral,positive,compound
How to Train Your Dragon 2,3.5,"Didn't really get into this one as much, I thought the middle was significantly slow and didn't progress as masterfully as the first. Third act felt rushed in comparison. Wasn't a fan of many choices the characters made. The humor from the side characters was passable in the original but obnoxious here. And the score was a massive step down.
But hey, the main characters were still great and the emotional beats hit extremely hard, maybe even harder than the first. If it had a cleaner narrative I'd probably put it on par with the original or Shrek 2, but as is, it's still a solid sequel.",True,0.075,0.782,0.144,0.8158
Bambi,2.5,Didn't think there was enough story content or compelling character moments to sustain a feature film sadly. If this was a short film I'd love it,True,0.088,0.721,0.191,0.5106
Eega,4.0,"Do NOT read a plot synopsis of this movie, just watch it. You will not be disappointed",True,0.0,0.862,0.138,0.3724
When Marnie Was There,3.5,Does NOT hold up as much on rewatch dawg. What am I supposed to be feeling during the scenes that are extremely romantic coded,True,0.0,0.83,0.17,0.5413
The Three Caballeros,2.0,"Donald is shown to be in love with women, but he's part of a trio that explicitly sings about being 'three gay caballeros'. Which is it",True,0.0,0.906,0.094,0.3818
Kiki’s Delivery Service,4.5,Don't really have much to say. It's just cute. :),True,0.0,0.571,0.429,0.7184
Daddy Daughter Trip,1.5,Dude the fact that less than 200 people have even logged this movie is funnier than any joke in the movie itself. Rob Schneider's career is COOKED man,True,0.107,0.746,0.146,0.0772
RRR,5.0,Easiest 5 stars I've ever given in my life,True,0.0,0.741,0.259,0.4215
Keep Your Hands Off Eizouken!,3.5,"EASY BREEZY
EASY BREEZY",True,0.0,0.256,0.744,0.7003
Wallace & Gromit: The Curse of the Were-Rabbit,4.0,Effortlessly charming with great characters and expressive animation. Horror parodies usually make me roll my eyes out of my skull but this one does it with such finesse and absurdity that I genuinely adore it.,True,0.054,0.718,0.228,0.8176
Moonrise Kingdom,4.0,"Effortlessly charming, refreshingly small-scale ball of whimsy. It's very simple and isn't quite up to the standards of some other Wesley Anderson feature films, but it's still a delightful time",True,0.0,0.787,0.213,0.8225
Oppenheimer,4.5,Einstein appears in three different moments in time in this film and in two of them he has a silly hat on. Why doesn't he have a silly hat in the third moment. Christopher Nolan explain yourself. Where is the third silly hat,True,0.0,0.924,0.076,0.0772
Gremlins,3.0,"Every time Gizmo did literally anything I got super emotionally invested. I squealed with delight whenever he was happy, I shouted 'No no no no no no no no' every time he was scared or in pain. I would fucking die for Gizmo you have no idea",True,0.184,0.511,0.306,0.7466
Star Wars: Episode I – The Phantom Menace,2.0,"Every time I rewatch this movie, Jar Jar gets more and more unironically funny",True,0.0,0.804,0.196,0.4902
Clueless,3.5,Everyone I watched this with erupted with applause when Wallace Shawn first appeared onscreen,True,0.0,0.823,0.177,0.4215
Wish Dragon,3.0,"Everyone: 'You should review Wish Dragon, it's definitely not an Aladdin ripoff!'
Me: 'Ok but consider this: it definitely is'
I still liked it tho",True,0.0,0.651,0.349,0.8818
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,4.5,"Everything I could've hoped for and more. Unironically better than Bandersnatch. It helps that I'm a huge fan of the show already, but I feel like even if you're not, you'll still have a ton of fun with it. Give it a playthrough or five",True,0.0,0.695,0.305,0.9286
Road House,2.0,"Extremely boring but I liked when the guy shot at the falling polar bear statue instead of just, y'know, moving out of its way",True,0.13,0.74,0.13,0.2508
Sweeney Todd: The Demon Barber of Fleet Street,4.0,Extremely funny bit to do a version of this musical where the best singer is Toby,True,0.0,0.654,0.346,0.8122
How the Grinch Stole Christmas,2.0,Extremely not good but MAN is it a ton of fun,True,0.12,0.589,0.291,0.5585
KPop Demon Hunters,3.5,"Extremely relatable, I too love sitting on my couch",True,0.0,0.656,0.344,0.6369
Doctor Strange in the Multiverse of Madness,3.0,"Eyyy my 700th log!
One of the most fucking bizarre, structurally and tonally incoherent films in the entire MCU, but it did have some epic Sam Raimi moments here and there. Please give him more control and a better script next time",True,0.04,0.812,0.148,0.7316
OBEX,3.5,"Fascinating and ethereal. Albert's work has such a consistent mystical feel and this is yet another engaging entry in his body of work. It's kind of my least favorite of his, mainly due to pacing and a bit of a difficult emotional core to connect with, and yet it's still very good and unlike anything I've seen in a while visually. Albert's performance is especially staggering in this.",True,0.064,0.798,0.138,0.692
Happy Gilmore 2,1.5,feature length super bowl commercial,True,0.0,0.506,0.494,0.5994
Glass Onion,4.5,"Feel like I've been in crazytown for the past month after a certain bird app event so this movie is exactly the antidote I needed. Spent a good 5 minutes having a cathartic laughing fit as the credits rolled.
Also you are NOT prepared for what Benoit Blanc's first scene in this movie is",True,0.026,0.73,0.244,0.9191
The Abyss,3.5,"Feels like 3 different movies piled on top of each other, but thankfully all 3 of those movies are good, so it kinda works out",True,0.0,0.662,0.338,0.8658
The Killer,3.0,Feels weird to describe a David Fincher movie about a hitman as 'cute' but that's the general vibe I'm getting. A good time,True,0.05,0.735,0.215,0.6705
Alien: Monday,,Felt a tad empty at parts without music/sfx (having them in the ship and cutting them out in space would've made a sick contrast) but overall a staggeringly impressive fan animation! Def feels like a labor of love by all accounts. And it's freeeeeeeeeeee,True,0.082,0.632,0.286,0.9427
Speed Racer,4.0,Felt like it was made by 12-year olds (non-derogatory),True,0.0,0.762,0.238,0.3612
Robots,3.0,Fender is canon trans :),True,0.0,0.571,0.429,0.4588
Insomnia,4.0,"First 30 minutes: 'Wow this guy is really good at his job'
30 minutes in: 'Never mind'",True,0.0,0.682,0.318,0.7902
Belle,4.5,"First of all, I think this might be the most gorgeous animation I've ever seen in a movie? I am so jealous of everyone who got to see this in theaters.
Second, the meaningful and profound lengths this movie's narrative goes to in order to subvert expectations is just incredible. This obviously was never gonna work as a straight-up Beauty and the Beast remake, which is why I was so pleased to see this movie evoke that story's premise and imagery, only to go in a completely new and thrilling direction with it. There's definitely some clunkiness to be found in the narrative, with a lot of dots that don't seem to clearly connect at first glance, but ultimately the emotional impact conveyed through the animation, music, and well-intentioned story are too strong to deny. I almost gave this an 8/10 but I had to listen to my heart and bump it up a bit.
Third, you guys wanna join kayak club",True,0.039,0.809,0.152,0.9632
Smurfs: The Lost Village,1.0,"First of all, Papa Smurf didn't create Smurfette. Gargamel did. She was sent in as Gargamel's evil spy with the intention of destroying the Smurf village. But the overwhelming goodness of the Smurf way of life transformed her. And as for the whole gang-bang scenario - It just couldn't happen. Smurfs are asexual. They don't even have reproductive organs under those little white pants. That's what's so illogical, you know, about being a Smurf. What's the point of living... if you don't have a dick?",True,0.068,0.851,0.08,0.4847
Last Night in Soho,2.0,"For a couple years now, I've considered Edgar Wright to be my favorite director, thanks in no small part to the fact that the man just couldn't seem to miss. Every one of his prior films is absolutely excellent in their own wright, and I couldn't wait to see what he could do with a straight-up horror film for a change.

...what the fuck happened?

I just found this so tasteless and vile, like, are cheap jumpscares the best way to explore this particular kind of trauma? There are so many better and more subtle ways this story could have (and HAS) been told, and it feels like this movie has nothing to add to the conversation despite insisting that it does. Its horror and social commentary both come across as trite individually, but when mixed together they just feel alarmingly heinous.

The direction and editing here are shockingly lifeless; it feels like anyone could've made this. I don't think the genre shift is a valid excuse either; Baby Driver is an action movie that still distinctly feels like Wright's handiwork. This feels genuinely amateur in places, both on its own and especially in comparison to Wright's otherwise spotless filmography.

The cast is all great in spite of how trite and stock their characters are. The early scenes in the 60's are shot with clear passion and care. And I think that's where my praises end? Overall, a stunning misfire in nearly every way and one of the biggest disappointments in recent memory. I sincerely hope Wright can course-correct from this literal and figurative nightmare of a movie.",True,0.1,0.728,0.172,0.9741
