name,user rating,user review
"Snack Shack",3.5,"Wanted a slightly more interesting conflict in the second half but overall an immaculate vibe to this one! Like if Challengers was just a chill hangout movie"
"Juror #2",3.5,"Definitely didn't make the best use of an amazing premise but hey at least it had JK Simmons for like 20 minutes!"
"Better Man",3.0,"A little too standard music biopic-y once you look past the pretty creative monkey business, but the saving grace is how it locks the fuck in during the musical sequences. Let Michael Gracey direct a film adaptation of Pippin or something god damn"
"Sing Sing",4.5,"THAT'S RIGHT BABY THEATRE IS FUCKING LIFE CHANGING I WILL SCREAM IT TO THE ROOFTOPS IF I HAVE TO WOOOOO I LOVE THEATRE"
"Cunk on Life",4.0,"Pump up the jam, pump it up
While your feet are stomping
And the jam is pumping
Look ahead, the crowd is jumpin'
Pump it up a little more
Get the party goin' on the dance floor
See, 'cause that's where the party's at
And you'd find out if you do that
[Chorus]
Awa, a place to stay
Get your booty on the floor tonight
Make my day
Awa, a place to stay
Get your booty on the floor tonight…"
"Cannibal! The Musical",2.5,"Better musical than Emilia Perez! By that logic it should have 7 Golden Globes"
"The Apprentice",4.0,"Love the idea of Kieran Culkin probably winning the Oscar but in terms of my actual preference...team Ken baby"
"Rocky",3.5,"Philadelphia City Hall is never that uncrowded, I don't gaf if it's 4am and the 70s"
"A Complete Unknown",3.0,"I didn't really know anything about Bob Dylan beforehand and after watching it I still feel like I don't. Timmy good"
"Emilia Pérez",1.5,"Impressive! A musical with zero (0) good songs!
If Selena Gomez gets nominated for an Oscar for this performance I am keying the Academy's cars"
"A Different Man",4.0,"Very fun, very Kaufman-esque. Adam Pearson radiates a blinding level of charisma and Sebastian Stan in the final scene of this movie specifically is the hottest I've seen a man look in a while"
"Wallace & Gromit: Vengeance Most Fowl",4.0,"Sweet, Gromit! I've invented man-made horrors beyond our comprehension!"
"Invisible Mom",1.5,"Why do they not just sent the invisible mom to infiltrate the lab??? She's invisible??????? HELLO??????????????"
"The Firm",3.5,""
"Mooned",3.5,""
"The Substance",4.5,"Awww she didn't go on her date with Spark Brushel from Ace Attorney 😞"
"Romeo & Juliet: Sealed with a Kiss",5.0,"Happy New Year bubbies"
"It’s a Wonderful Life",4.5,"The way Mary just shatters that record is so fucking cool"
"Baby Assassins: Nice Days",4.5,"WHERE THE HELL DID THIS ONE COME FROM? Right from the get-go it's easy to tell what a staggering directorial improvement this is over the first two, on top of having an actual consistent story with genuinely high stakes and danger, without sacrificing the quirky charm of our two protagonists. The best of the trilogy by far; the other two are cute and fun, but for a series that's basically 'John Wick meets iCarly', I'm glad we finally got an installment that took more from the former instead of the latter."
"Baby Assassins: 2 Babies",3.5,"The Baby Assassins movies be like 'here's 90 minutes of these girls being silly!' and then in the last 10 minutes give you the rawest fight scene you've ever seen in your life"
"The Wrong Trousers",5.0,"Knowing how Kojima's mind works, it's not impossible that Gromit sneaking around in a cardboard box is what inspired Snake doing that in Metal Gear Solid"
"Baby Assassins",3.5,"Contrary to what I expected this is NOT a movie about literal babies who happen to be assassins, what a rip off!"
"Home Alone 2: Lost in New York",3.5,"Pretty whatever when it's just the first movie again, pretty fun when it's not. Waiter waiter, more Tim Curry please!"
"Perfect Days",4.0,""
"Sonic the Hedgehog 3",4.0,"I think I speak for everyone when I say we needed more Wade Whipple 😡"
"Moulin Rouge!",4.0,"Honestly the spinning shot of Christian and Satine during Elephant Love Medley might be my favorite shot in any movie ever sorry not sorry"
"Kermit’s Swamp Years",1.0,"ROY'S OUR BOY!"
"VeggieTales: God Wants Me to Forgive Them!?!",3.0,"Genuinely wonder if Pa Grape murdered his entire family considering how we never see them again after this"
"Flow",4.0,"Aaaaaaaa I love environmental storytelling! I love when animals don't talk but convey so much character and emotion regardless! I love the found family trope!
A vast improvement over Zilbalodis's previous film in terms of style and form, I can't wait to see what he does next. If this one's playing near you then run don't walk to see it!"
"Terminator: Dark Fate",2.5,"Lots of good ideas here, Linda Hamilton's performance is great, this is probably the most interesting (albeit underdeveloped) use for Arnold since T2...and yet the main character kinda fell to the wayside a bit, the villain was pretty forgettable, and the visuals reeked of generic CGI gray sludge. Best in the series since T3!"
"Terminator Genisys",1.5,"I always wanted Sarah Connor, Kyle Reese, AND Skynet to be annoying! 😃"
"How to Make Millions Before Grandma Dies",3.0,"Despite being a massive grandma's boy this didn't really do a whole lot for me. But I still cried at the ending tho 😢"
"Indiana Jones and the Last Crusade",5.0,"No ticket."
"Trap",3.5,"Lmao this was so fun, Josh Hartnett gives one of my favorite performances of the whole year. Laughed out loud at so many ridiculous things in the first half and I think that was actually intentional!
The second half lost me a bit once you're forced to take the story and characters seriously (Hartnett has a lengthy scene with another character that would have been soooo good if we actually got to know her in the first half), but overall a great time at the movies! Shyamalan you madman you've won me over again!"
"Dìdi (弟弟)",4.0,"Really sweet and enjoyable, though I do wish the mom (the most interesting character) was in it more. Old-school YouTube you will always be famous!"
"Riki-Oh: The Story of Ricky",4.0,"So that's where that one clip William used to sneak into my videos comes from"
"Santa and the Ice Cream Bunny",0.5,"I'm not exaggerating when I say this is one of the bottom 5 worst movies I've ever watched"
"Memoir of a Snail",4.5,"Nothing like what I expected. Yeah why shouldn't this cute looking stop motion movie rip my heart out of my chest and stomp all over it. Didn't even know that was Sarah Snook until the credits rolled, is there nothing she can't do fr. Yeah I don't know man, I'm empty and drained but also filled with hope at the same time. The kind of movie Animation Is Cinema™ people will never watch and that's how you know it's great"
"Holidaze: The Christmas That Almost Didn’t Happen",2.0,"We're going back in time to 1776 to get Ben Franklin to make turkeys the national bird
That's right, we're going back in time to 1776 to get Ben Franklin to make turkeys the national bird"
"Terminator Salvation",2.5,"Christian Bale randomly does his Batman voice on occasion and CGI Arnold shows up with no dick and balls. I definitely liked it less than the previous film, but the story was kind of interesting on paper and the third act was kinda cool. Definitely sauceless overall but I have yet to see a truly irredeemably awful Terminator film. Oh well, there's always next time."
"Felix the Cat Saves Christmas",1.5,"The nerd kid's voice pisses me off more than it should"
"The Tale of The Princess Kaguya",5.0,"With you, Sutemaru, I might have been happy.
Absurd that Isao Takahata's name does not carry the same level of reverence and awe from the general populace as Hayao Miyazaki's. I suppose it comes down to his masterpieces being fewer in number and far less marketable. Regardless, this is the ethereal, untouchable magnum opus of an artist at the pinnacle of his career. The best animated film I have ever seen in my entire life, and quite frankly, it isn't close."
"Moana 2",2.5,"The water looked worse than it did in the original 😐"
"VeggieTales: Where’s God When I’m S-Scared?",2.5,"The fuck you mean every VeggieTales installment is on Letterboxd?
Well I mean like I gotta log them all I guess
Quaint little start, mostly stilted and proof of concept-y, but then it locks the fuck in during The Water Buffalo Song and Oh No (What We Gonna Do)"
"Free Birds",5.0,"I've seen this movie more times than I've seen my children"
"Wicked",4.0,"Better than Muppets Wizard of Oz"
"Eyeballs in the Darkness",4.0,"Finally, a movie that hates cicadas as much as I do"
"The Muppets’ Wizard of Oz",1.5,"This should be the easiest movie in the world to make good and the fact that it's this bad is a genuinely impressive feat"
"Vampire’s Kiss",2.5,"If this movie starred anyone but Nicolas Cage it would be unwatchable"
"A Real Pain",4.0,"Solidifies Kieran Culkin as one of the most singular, remarkable dramedic actors of his generation. The script could have used more subtlety but Eisenberg's got a lot of potential as a filmmaker!"
"Terminator 3: Rise of the Machines",3.0,"Surprisingly watchable? It's derivative as hell, the attempts at more iconic Arnold one-liners are cringy, the villain feels less threatening than the previous one, the CGI is noticeably worse than the installment that released 12 years prior, the ending is kind of annoying...but I kinda had fun regardless? Whatever, I'm sure it only gets worse from here."
"DAN DA DAN: First Encounter",4.0,"Great show that I can't recommend to anyone because of the first episode 👍"
"The Penguin",4.0,"One of the rare upsides of the streaming era is that thanks to a corporate desire for an extra Batman-adjacent box to click on Max, we can get exciting, engaging, excellent television that enriches and enhances its cinematic universe. Gonna be thinking about THAT scene in the finale for a while."
"Conclave",2.5,"Well acted, decently well shot, staggeringly unengaging. I see the vision of other users on this site highlighting how juicy and petty the infighting is in this movie, and I fully think it should have leaned into a more lighthearted tone. The election of a new pope feels inconsequential in this despite the movie's consistent, suffocating attempts to paint it as The Most Important Event In The History Of Mankind. Nowhere is this more evident than with the unbearable score; it's hard to imagine its composer having ever watched the movie he was working on. It's this exact tonal disconnect, this attempt to feel weighty and significant, that makes the film ultimately reek of disposability. I liked it better than Berger's previous film."
