name,user rating,user review
Madagascar,3,"Comedy itself peaked when Melman said 'Guys, we're running out of time' with a clock stuck to his head"
American Fiction,3,"Compelling social satire plotline forced to fight for screentime with entirely disconnected, rather uninteresting family drama. Many of the ideas in the main plot come out half-baked and unexplored as a result (the musical A Strange Loop covers a lot of similar ground in a more engaging way imo). Still, strong Jeffrey Wright and Sterling K. Brown performances, and genuinely very funny. The RBG posters in the publisher lady's office was a great bit"
Pool Party Massacre,3.5,"Completely fucking awful, I had the time of my life!"
Sully,3,"Completely inaccurate, he did not listen to Evanescence once"
The Terminator,4,Contains the most necessary sex scene in all of media
Baby Assassins,3.5,"Contrary to what I expected this is NOT a movie about literal babies who happen to be assassins, what a rip off!"
Stitch! The Movie,2.5,Cool overly drawn out TV pilot I guess
Tetsuo: The Iron Man,3,Cool special effects and editing. Not really my thing tho. Great film to put on while eating
A Bucket of Blood,4,Corman thought he was sooooooo slick doing this exact same plot again with Little Shop of Horrors
Family Guy Presents: Blue Harvest,4,Couch gag genuinely one of the top 10 Family Guy jokes ever
Batman Begins,4,"Could not take Bruce Wayne seriously whenever he wore a suit, like I'm sorry that is just Patrick Bateman to me"
Sonic the Hedgehog,3,Crazy Carl's drawing SENT ME
It Ends,4.5,"Crazy fucking good. Couldn't believe how strong the acting and chemistry was, couldn't believe what a masterful tonal balance this struck between terror, quiet dread, and laughing in the face of the abyss. Favorite film I've seen at Philly Film Fest (I've only seen 4 so far, I kinda suck at this whole festival thing)"
CODA,4.5,"Crazy how such a cliche and predictable movie could be sooooooo endearing and enjoyable. Loved watching this so much, I always felt so emotionally attached and invested and it didn't feel like I was being Oscar-baited to in the slightest. Emilia Jones is going places. Loved the choir teacher in this too. Man I miss high school choir!"
Hotel Transylvania,2.5,"Crazy how unrecognizable Sandler's voice is here. Like even in Uncut Gems he sounds like himself, but here he just goes full Drac dude"
Inside Out,4,"Creativity overload, in a good way. The story isn't great and the plot holes are pretty problematic but this movie's so engaging and fun that it doesn't matter. There are so many funny, expressive, heartfelt moments and characters that make this film an absolute Joy to revisit. It's not one of Pixar's absolute best, but it's pretty close."
AJ Goes to the Dog Park,3.5,Culver's getting destroyed was the most devastating thing I've ever seen in my life
Licorice Pizza,3.5,Cute and fun but not all that special in hindsight!
Zen - Grogu and Dust Bunnies,3,Cute animation test
Up,3.5,"Cute kiddie fluff with an excellent opening and score. Take those out and ehhhhh. Don't get me wrong, Dug is really funny and it's a nice little adventure but it's not really thematically cohesive like Wall-E or Shrek 2. If people could stop calling this the greatest Pixar movie based off of the opening alone that'd be great."
Ms. Marvel,3.5,Cute! Make it a 2-hour movie next time
See How They Run,3,"Cute! Wish I liked it more, especially considering that a theatre-related mystery with Saorise Ronan quirkily jotting things down in a lil notebook sounds right up my alley, but oh well"
Spider-Man 3,5,"Cycles between one of the most compelling, devastating portraits of a morally shaken hero ever put in a comic book movie, and some of the most batshit insane structural and narrative decisions the genre has ever seen. The resulting mixture is so tantalizing, so impossible to look away from, that it honestly confounds me whenever I try to pinpoint a legitimate critical score for it. There is simply nothing like Spider-Man 3. I go into it excited for its legendary comedic moments and find myself gripped by the relationship drama that operates on a level so foreign to the modern superhero blockbuster, because how many have the gall to intentionally depict their protagonist as this relentlessly unlikable? And when you finally feel like you have a grip on the story this film is trying to tell, it will always bombard you with some new wrinkle. A convenient bout of amnesia that lasts half the film, a sudden retcon of the protagonist's entire motivation for heroism dating back two entire films, a butler who suddenly decides it's time to reveal crucial information that would have changed the trajectory of the entire trilogy had he simply relayed it earlier.
And yet, so many baffling writing decisions are matched by some deeply bold swings that went misunderstood by audiences for far too long. There are plenty of valid reasons to find fault in this film, but Bully Maguire is not one of them. It remains what it always was; an entirely appropriate turn that suits his character and does not detract from the compelling portrait of a struggling relationship that buckles under the weight of a bloated, unchecked ego.
I could never deny that Spider-Man 3 is an absurdly flawed film, and yet, it sinks its hooks in me every time I give it a rewatch thanks in equal parts to its unrivaled chaotic energy and unexpectedly crushing human storyline at its center. It is a film that genuinely means the world to me; I will never get Peter forgiving Marko or embracing Mary Jane at the end out of my head. And even when the movie isn't good, it's incredible; there is not a single frame of this film that I do not enjoy."
First Man,2.5,"Damien Chazelle is my favorite director, and his direction is the best part about this movie. But maaaaaaaan, this script does not match the brilliance of his presentation. It's exceptionally dull and I don't buy Ryan Gosling in this role, I'm sorry. Great performance from Claire Foy and some excellent sequences here and there but the screenplay really sinks this one for me."
Before Sunrise,4.5,Damn I really wanted to see that play with the cow
Once Upon a Time… in Hollywood,3.5,"Damn Robin from Stranger Things made a really good life choice in this movie
Tonally alien from most of Tarantino's other works, Once Upon a Time in Hollywood plays out more like a loosely connected series of vignettes rather than a flowing narrative. Unfortunately, unlike something like Pulp Fiction, where every segment intersects in some way while the film remains entertaining throughout, this movie feels much less focused and has largely underdeveloped themes and character motivations.
Sharon Tate has nothing to do the entire movie, Cliff is difficult to sympathize with for a number of reasons, and Rick Dalton, despite having a compelling storyline, still feels largely unfocused on for a good chunk of the movie. I'd call this one of the best Leo performances, but one of the best Leo roles? Not so much, even though the pieces were there and Tarantino decided not to put them all together.
With that said, the movie is suspenseful, well acted, decently shot, and mostly entertaining throughout despite being way too long. I feel like the ending is a make-or-break aspect of the film for most people, and for me? It made it. Not only was my mouth gaping wide during THAT scene, but I think the resolution to Rick's storyline is a really clever commentary on how we perceive heroism and how much violent shit we excuse in media because we simply chalk it up to 'heroism'. It was a well set up conclusion on multiple levels.
Overall, a worthwhile film, even if it feels like Tarantino dropped the ball in various areas. It's no Pulp Fiction or Inglorious Bastards but I'd still recommend checking it out. Even if it is WAY too long."
The Breadwinner,4,Damn these Cartoon Saloon movies for being insanely good and flying under my radar for the past decade
